% Model,SiliconOil_Re.001.mph
% Version,COMSOL 5.3.1.348
% Date,"Nov 16 2018, 18:02"
% Dimension,1
% Nodes,191
% Expressions,1
% Description,Line graph
% r,Height
0,9.536696129552105
1.6529868546616075E-4,9.583979784808962
3.3059737093231803E-4,9.631263440065817
4.958960563984788E-4,9.678547095322672
6.611947418646395E-4,9.72583075057953
8.264934273307968E-4,9.773114405836385
9.917957785474836E-4,9.733630804455084
0.0011570981297641739,9.694147203073783
0.0013224004809808607,9.65466360169248
0.0014877028321975475,9.61518000031118
0.0016530051834142342,9.575696398929878
0.0018183060240382493,9.54526530453607
0.0019836068646622643,9.514834210142261
0.0021489077052862793,9.484403115748451
0.0023142085459102943,9.453972021354643
0.0024795093865343093,9.423540926960834
0.0026448082265387307,9.378336677588662
0.0028101070665431417,9.333132428216487
0.00297540590654757,9.287928178844313
0.003140704746551981,9.242723929472138
0.0033060035865564025,9.197519680099964
0.0034713035292037765,9.137722067745777
0.0036366034718511575,9.077924455391589
0.003801903414498528,9.018126843037402
0.003967203357145909,8.958329230683214
0.00413250329979328,8.898531618329027
0.004297802978237151,8.821497145963367
0.004463102656681008,8.744462673597704
0.004628402335124893,8.667428201232044
0.004793702013568751,8.590393728866381
0.004959001692012622,8.51335925650072
0.005124301662236416,8.448170898868211
0.005289601632460197,8.382982541235702
0.005454901602684005,8.31779418360319
0.005620201572907789,8.252605825970681
0.005785501543131583,8.187417468338172
0.005950801209710841,8.083004999199535
0.00611610087629013,7.978592530060896
0.006281400542869405,7.874180060922258
0.00644670020944868,7.76976759178362
0.006611999876027955,7.665355122644983
0.006777299859824747,7.563756815509713
0.006942599843621555,7.462158508374443
0.0071078998274183465,7.3605602012391715
0.007273199811215155,7.258961894103901
0.007438499795011946,7.157363586968631
0.007603799457706711,7.043084925503644
0.007769099120401496,6.928806264038656
0.007934398783096281,6.814527602573668
0.008099698445791049,6.70024894110868
0.008264998108485834,6.585970279643693
0.008430298092282625,6.463568408833489
0.008595598076079437,6.341166538023283
0.008760898059876229,6.21876466721308
0.008926198043673061,6.096362796402874
0.009091498027469853,5.97396092559267
0.009256797694049194,5.8462591151024785
0.009422097360628535,5.718557304612286
0.009587397027207852,5.590855494122095
0.009752696693787213,5.463153683631902
0.00991799636036653,5.335451873141711
0.010083296330590092,5.194464236383097
0.01024859630081363,5.053476599624483
0.010413896271037192,4.9124889628658694
0.01057919624126073,4.771501326107256
0.010744496211484291,4.630513689348642
0.010909795889928693,4.49651855580355
0.01107509556837312,4.362523422258458
0.011240395246817522,4.228528288713367
0.011405694925261948,4.094533155168275
0.01157099460370635,3.960538021623183
0.011736294546352714,3.8118803569490503
0.011901594488999079,3.663222692274917
0.012066894431645443,3.514565027600784
0.012232194374291832,3.3659073629266514
0.012397494316938196,3.2172496982525183
0.012562794020696669,3.0672520460619697
0.012728093724455117,2.917254393871421
0.012893393428213565,2.767256741680872
0.013058693131972013,2.6172590894903234
0.013223992835730485,2.4672614372997748
0.013389292729188942,2.314410118631326
0.013554592622647424,2.1615587999628776
0.013719892516105881,2.008707481294429
0.013885192409564366,1.8558561626259806
0.014050492303022823,1.703004843957532
0.014215792059895357,1.5506822965790525
0.014381091816767892,1.3983597492005728
0.014546391573640426,1.2460372018220933
0.01471169133051296,1.0937146544436138
0.014876991087385494,0.9413921070651343
0.015042290912818144,0.7880232766181661
0.015207590738250794,0.6346544461711978
0.015372890563683444,0.48128561572422957
0.015538190389116094,0.32791678527726126
0.015703490214548744,0.17454795483029306
0.015868788900014898,0.017462654482927758
0.016034087585481055,-0.13962264586443754
0.01619938627094721,-0.2967079462118028
0.016364684956413363,-0.45379324655916814
0.01652998364187952,-0.6108785469065334
0.016695285993096203,-0.7541920829555675
0.016860588344312886,-0.8975056190046015
0.01702589069552957,-1.0408191550536354
0.017191193046746253,-1.1841326911026695
0.017356495397962936,-1.3274462271517036
0.01752179623858697,-1.477301288444244
0.017687097079211,-1.627156349736784
0.017852397919835034,-1.7770114110293243
0.018017698760459066,-1.9268664723218645
0.018182999601083098,-2.0767215336144047
0.01834829844108751,-2.2278311218501803
0.01851359728109192,-2.3789407100859554
0.018678896121096335,-2.5300502983217306
0.018844194961100742,-2.681159886557506
0.019009493801105157,-2.8322694747932813
0.019174793743752534,-2.9706565269534413
0.019340093686399912,-3.109043579113601
0.019505393629047314,-3.247430631273761
0.01967069357169469,-3.385817683433921
0.01983599351434207,-3.5242047355940804
0.020001293192785922,-3.6578404973079337
0.020166592871229776,-3.7914762590217856
0.02033189254967363,-3.925112020735639
0.020497192228117484,-4.058747782449491
0.020662491906561338,-4.192383544163344
0.020827791876785157,-4.319295350060444
0.020993091847008954,-4.446207155957543
0.021158391817232773,-4.573118961854642
0.021323691787456595,-4.700030767751742
0.021488991757680417,-4.826942573648841
0.021654291424259654,-4.952089406299175
0.021819591090838898,-5.077236238949507
0.02198489075741816,-5.202383071599841
0.0221501904239974,-5.327529904250174
0.022315490090576665,-5.452676736900507
0.022480790074373445,-5.569078643968231
0.022646090058170275,-5.685480551035955
0.022811390041967076,-5.8018824581036785
0.022976690025763885,-5.918284365171402
0.023141990009560687,-6.034686272239126
0.02330728967225546,-6.128156316326756
0.02347258933495027,-6.221626360414382
0.02363788899764504,-6.315096404502012
0.023803188660339848,-6.40856644858964
0.02396848832303462,-6.502036492677268
0.024133788306831425,-6.609931188914611
0.024299088290628226,-6.717825885151952
0.02446438827442505,-6.825720581389294
0.024629688258221854,-6.933615277626636
0.02479498824201866,-7.0415099738639775
0.024960287908597965,-7.118450413804711
0.025125587575177306,-7.195390853745445
0.025290887241756634,-7.272331293686178
0.025456186908335954,-7.349271733626912
0.02562148657491528,-7.426212173567645
0.02578678654513883,-7.504423670225057
0.025952086515362398,-7.5826351668824685
0.026117386485585946,-7.66084666353988
0.026282686455809515,-7.739058160197292
0.026447986426033063,-7.8172696568547035
0.026613286104477482,-7.884560346138191
0.026778585782921912,-7.951851035421676
0.02694388546136634,-8.019141724705163
0.027109185139810758,-8.086432413988648
0.027274484818255187,-8.153723103272135
0.027439784760901528,-8.196462922281475
0.02760508470354789,-8.239202741290814
0.02777038464619424,-8.281942560300152
0.02793568458884059,-8.324682379309492
0.02810098453148694,-8.367422198318831
0.02826628423524541,-8.415895718410702
0.028431583939003885,-8.464369238502572
0.02859688364276235,-8.512842758594443
0.028762183346520826,-8.561316278686315
0.02892748305027929,-8.609789798778186
0.02909278294373774,-8.632440541750674
0.02925808283719619,-8.655091284723161
0.029423382730654642,-8.677742027695647
0.02958868262411309,-8.700392770668135
0.02975398251757154,-8.723043513640622
0.029919282274444084,-8.754460027176572
0.030084582031316642,-8.785876540712522
0.03024988178818919,-8.81729305424847
0.03041518154506174,-8.84870956778442
0.030580481301934286,-8.88012608132037
0.030745781127366936,-8.860544267589898
0.030911080952799586,-8.840962453859428
0.031076380778232233,-8.821380640128956
0.031241680603664883,-8.801798826398485
0.03140698042909753,-8.782217012668013
